Q202735	Billy Bob Thornton
Q165154	Kingdom of Sardinia
Q552559	Jirō Kawamura
Q57750	Kenny Anthony
Q815874	Belle of Louisville
Q6952062	NAACP Image Award for Outstanding Literary Work, Fiction
Q164200	Jury Prize
Q746853	FF Jaro
Q574368	Jean Antoine Letronne
Q22575092	Federal Minister of Finance
Q424160	Akutagawa Prize
Q1317104	Otto Bayer Award
Q1022939	Talleres de Córdoba
Q3298662	ASME Medal
Q1290035	Bence Somodi
Q569047	Stratford Hall
Q490943	Campofiorito
Q23070441	Rolf Schock Prize in Visual Arts
Q927813	Mario Martínez Rubio
Q417274	skutterudite
Q15464524	Officer of the National Order of Quebec
Q167615	CF Montréal
Q103784	Donald Sutherland
Q1377777	European Film Award for Best Screenwriter
Q17008972	Locus Award for Best Novella
Q1117390	Stockard Channing
Q529241	Aldo Maldera
Q563216	Anna Seghers-Preis
Q18128	canton of Fontaine-Française
Q874016	Kawasaki Frontale
Q327707	Claude Lorius
Q174326	David Winnie
Q20076	Limbach-Oberfrohna
Q650121	Zakes Mokae
Q584629	FCU Craiova 1948
Q4030	Duke Ellington
Q123136	Karl-Heinz Hoffmann
Q549731	Hermannsburg
Q4037	Schwäbisch Gmünd
Q339713	Arzana
Q245162	FC Rapid București
Q1891484	Hero of the Czechoslovak Socialist Republic
Q780334	Vladimir Belov
Q780843	Federation of Football of Honduras
Q72009	Casoria
Q506832	Club Athletico Paranaense
Q597694	Henry Houssaye
Q430035	Astrid Lindgren Memorial Award
Q1750244	FWA Footballer of the Year
Q185684	Hefei
Q627778	Tony Award for Best Featured Actress in a Play
Q2634461	Goya Award for Best Animated Film
Q974	Democratic Republic of the Congo
Q71206	Bette Davis
Q2723876	Utpal Dutt
Q1169123	The Year My Voice Broke
Q353407	Isadore Singer
Q13362	Ferrara
Q4289315	Melekess Uyezd
Q313590	Alain Connes
Q1241308	Passy
Q61811	Ronald Pofalla
Q608544	La Bazouge-du-Désert
Q466419	Eugène Beyens
Q461287	Ostrołęka
Q10315	Real Sociedad
Q239105	Graça Machel
Q17479	Clube de Regatas do Flamengo
Q337742	James Cran
Q487983	Anatoly Petrovich Alexandrov
Q5933766	Hugo Award for Best Professional Magazine
Q327591	independent politician
Q334430	David Lafata
Q842855	Foissiat
Q314016	Andrew Fisher
Q18234383	Safavid Iran
Q61792	Tim Hoogland
Q1129595	Spain national under-21 association football team
Q33082474	Member of the 2016-2017 Parliament of Iceland
Q189822	Mogilev Region
Q184337	G.H. Hardy
Q2620867	Izmail Oblast
Q21210	Bassemberg
Q462411	N.K. Zagreb
Q1159745	Seicheprey
Q7008165	Paolo Taviani
Q879351	Werner von Siemens Ring
Q1004305	Fulkerson Prize
Q1321228	Lacam-d'Ourcet
Q310482	Decathlon-AG2R La Mondiale Team
Q369612	Dobrica Ćosić
Q1402356	Feldberg Foundation
Q266078	Fiona Bruce
Q1110751	Castle of Ulft
Q1064964	Izumi Kyōka Prize for Literature
Q1010206	İhsan Burak Özsaraç
Q463303	American Academy of Arts and Sciences
Q1054316	Raffaele La Capria
Q11959687	Aust-Agder County Culture Award
Q3600406	AACTA Award for Best Film
Q733766	Dean Kiely
Q142701	Pearl Jam
Q12001861	Solprisen
Q1449	Genoa
Q229234	Ellen Barkin
Q264978	Saint-Leu-la-Forêt
Q747074	commune of Italy
Q988360	Dale Tempest
Q926318	Johnson Monteiro Pinto Macaba
Q9274	Chiusa di San Michele
Q873842	Romy
Q1001487	Finley
Q94973	Mordano
Q983591	Carlos Daniel Tapia
Q391467	Bart Griemink
Q391465	John Glen
Q769303	Château du Rivau
Q878759	John Eaton
Q202112	Oulu Province
Q60413	David Harrer
Q838261	Federal Republic of Yugoslavia
Q1247534	Alfred Trautwein
Q212439	Cossack Hetmanate
Q369010	Nelson Rivas
Q456	Lyon
Q457	Poissy
Q874628	Ralph Hasenhüttl
Q362565	Iain Turner
Q31073	Walter Cronkite
Q458	European Union
Q932650	Padma Bhushan
Q6314038	Juno Award for Indigenous Artist or Group of the Year
Q696367	Perlsdorf
Q332870	Archie Hamilton, Baron Hamilton of Epsom
Q901110	Sahachiro Hata
Q881964	Donald S. Russell
Q193874	Mohammed V of Morocco
Q1067596	Tigery
Q5778193	General Commander of the Peruvian Army
Q194393	SK Slavia Prague
Q1300190	Abbey of St. Jean des Vignes
Q323030	Daniel I. Arnon
Q22741	Saverne
Q634198	Semmenstedt
Q328749	Mario Reiter
Q6496398	Latin Grammy Award for Best Tropical Song
Q6496399	Latin Grammy Award for Best Urban Music Album
Q6272	Aachen cities region
Q469507	Kamisese Mara
Q6496390	Latin Grammy Award for Best Singer-Songwriter Album
Q543380	Stanislas Dehaene
Q207337	Morocco men's national football team
Q853053	Chacarita Juniors
Q742162	Order of Ontario
Q853508	RoPS
Q315500	Pushpa Kamal Dahal
Q10855212	Commander of the Legion of Honour
Q10855216	Grand Officer of the Legion of Honour
Q843817	Faverois
Q182419	Nordic Council Literature Prize
Q507317	Daniel Veyt
Q696095	Obdach
Q735689	Iacopo Balestri
Q131010	Augusto B. Leguía
Q5153503	Common Wealth Award of Distinguished Service
Q378513	Željko Petrović
Q191702	Semyon Timoshenko
Q22298	Lorquin
Q302620	Mark Durkan
Q275345	Lantenay
Q937062	Matija Bećković
Q22294	Viller
Q22296	Porcelette
Q22297	Turquestein-Blancrupt
Q836991	Pogoń Szczecin
Q59737	Jan Kochanowski
Q471159	Born on the Fourth of July
Q23787285	Heinz Herbert Karry Award
Q264400	Maria Tallchief
Q947789	Carl Christoffer Georg Andræ
Q721625	Serge Gakpé
Q110947	William Standish Knowles
Q475101	Ban Haet
Q352716	Adaílson Pereira Coelho
Q527899	Andy Townsend
Q48967	Katrin Göring-Eckardt
Q742296	Oskars Kļava
Q959006	Luvia
Q443190	Iorgu Iordan
Q527897	Charles Sibley
Q274642	FC Amkar Perm
Q1092561	Bucerdea Grânoasă
Q270995	Clube Atlético Mineiro
Q1222948	Bazouges-sur-le-Loir
Q775773	George Forbes
Q389132	Miguel Villalta
Q2306719	Russia national under-21 football team
Q996451	Bridge Prize of the City of Regensburg
Q782942	Australia Group
Q998617	Rein Lang
Q1092098	Giuseppe Zappella
Q1225624	Gianni Letta
Q920749	Fabrice Pancrate
Q165528	University of Greifswald
Q210170	K.F. Tirana
Q223545	Daniel D. Tompkins
Q549921	Dani Hernández
Q810037	Basil Lanneau Gildersleeve
Q748097	Raúl Rivero
Q325345	covellite
Q325696	Pavel Aleksandrov
Q986632	Sossio Aruta
Q259423	Rushanara Ali
Q738886	FK Teplice
Q269309	Talulah Riley
Q468273	Anneli Sauli
Q5593813	Grammy Award for Best Historical Album
Q1396110	Faraday Medal
Q5593816	Grammy Award for Best Arrangement, Instrumental or A Cappella
Q21984	Metzeresche
Q226383	Saint-Marcel
Q10514065	Order of Saint Alexander Nevsky
Q1278930	Eberhard David
Q226389	Villeferry
Q47452	Noventa di Piave
Q104947	Georg Dahm
Q373547	Diego Lugano
Q16938865	Brouwer Medal
Q373548	president of Bolivia
Q952956	Bruce Smith
Q15253460	William James Fellow Award
Q1861904	Commander of the Order of Orange-Nassau
Q122453	University of Stuttgart
Q1134454	Coro
Q1328959	Elias Canetti scholarship
Q155087	Thornton Wilder
Q197578	Oséas Reis dos Santos
Q974791	Abdou Kader Mangane
Q8643	Vicenza Calcio
Q570644	Order of the White Falcon
Q918979	William B. Coley Award
Q601628	Michael Almebäck
Q154682	Kozmodemyansk
Q739936	Wolf Prize
Q653434	Félix Duban
Q154689	Reinhold Schneider Prize
Q57078	Adolf von Baeyer
Q200783	Monschau
Q467829	Alberto Ruiz-Gallardón
Q38511	Turku
Q48786	Sakharov Prize
Q686701	David Villalba
Q3321940	Princess of Asturias Award for International Cooperation
Q826100	Priestley Medal
Q450335	Antonio Muñoz Molina
Q216923	Chinese Taipei
Q862638	Prime Minister of Belize
Q208110	Banská Štiavnica
Q73015	Gustav Herglotz
Q1254090	Hans Sauer
Q15303658	Scheele Award
Q148733	Mitzach
Q168756	University of California, Berkeley
Q385496	RB Omiya Ardija
Q172877	Arno Allan Penzias
Q4376984	Juno Award for Artist of the Year
Q1780207	European Commissioner for Research, Innovation and Science
Q201477	Jean-Antoine-Nicolas de Caritat de Condorcet
Q205732	Debreceni VSC
Q1093570	Gianluca Freddi
Q1264985	Iva Procházková
Q780453	Cristóbal Montoro Romero
Q989568	Félix Éboué
Q4592603	1997 Major League Baseball draft
Q92617	Paul Baran
Q731597	Simone Benedetti
Q582521	Claudio Bieler
Q47871	Green Day
Q361134	Marcus Camby
Q381007	René Lévesque
Q42807	Nîmes
Q1777899	Kreis Langensalza
Q814738	Beijing Guoan F.C.
Q18154856	Teen Choice Award for Choice TV Actress Drama
Q16084978	Imperator Constantine Prize
Q326878	Ty Hardin
Q18154853	Teen Choice Award for Choice TV Actress Action
Q841245	FC Argeș
Q747902	Grammy Award for Best Pop Performance by a Duo or Group with Vocals
Q636101	Masakatsu Shibasaki
Q733	Paraguay
Q15995115	Harry H. Goode Memorial Award
Q6314207	Juno Fan Choice
Q8615	Spezia Calcio
Q656801	International Finance Corporation
Q6866110	Minister of Education and Research
Q29182	bishop
Q752425	EF Education-EasyPost
Q1727884	canton of Villars-les-Dombes
Q76687	Georg Bednorz
Q1865265	Literaturpreis der Stadt München
Q76683	Ludwig Prandtl
Q76681	Oskar Minkowski
Q1651129	board of trustees
Q112626	Adolf Sturmthal
Q1276	Leonard Cohen
Q479958	Florian Jungwirth
Q554928	Javi Moreno
Q57384	Wernher von Braun
Q6641	SSC Bari
Q612897	Atilla Koca
Q273766	Éder Aleixo
Q835362	Jürgen Schütz
Q5352166	Emperor of India
Q5196	Grozny
Q448362	John Derek
Q843	Pakistan
Q449676	Dean of the College of Cardinals
Q310295	Dick Van Dyke
Q490330	Roccafiorita
Q352270	Adanaspor
Q1284835	Edison Music Awards
Q1253603	Doğa Kaya
Q1132859	Corinna Ulcigrai
Q166753	Cho Byung-kuk
Q529556	Ulrich Borowka
Q387380	Golden Globe Award for Best Non-English Language Film
Q224409	Coulonces
Q1331130	Royal Order of the Seraphim
Q4573	Sean Connery
Q1055	Hamburg
Q1058	Narendra Modi
Q18002923	Member of the House of Representatives of the Philippines
Q106547	Paul Lauterbur
Q202172	Walter Matthau
Q166534	Betty Cuthbert
Q839677	John Bates Clark Medal
Q359494	Matías Almendra
Q525582	Dušan Vasiljević
Q783954	La Chapelle-en-Juger
Q1803290	Langensalza (Germany : Landkreis)
Q729082	William D. Leahy
Q246592	Fritz London Award
Q422280	Dieter Van Tornhout
Q746620	Attila Ladinszky
Q213427	Aaron Ramsey
Q660967	Petter Furuseth
Q915277	Lagrange
Q220863	SC Oțelul Galați
Q1562616	Helmholtz Medal
Q16729394	Karen Goulekas
Q395205	Hume Cronyn
Q438622	Felipe de Souza Campos
Q551545	Anjoutey
Q789602	István Balogh
Q21405	Siltzheim
Q492182	Kim Yong-hee
Q1507489	canton of Ajaccio-5
Q622441	Liberal Party
Q92618	Peter Naur
Q21409	Lampertheim
Q2295011	Independent Spirit Award for Best Foreign Film
Q269153	Kay Kendall
Q1166018	Videlles
Q540160	Club Atletic Oradea
Q949771	Rouffigny
Q1660030	Janssen Medal
Q669575	Melinho
Q283173	Geneviève Fioraso
Q10499	Córdoba CF
Q696426	Krusdorf
Q15322	Luga
Q263416	Joan Walley
Q229507	Jayne Mansfield
Q18889778	Kavli Prize in Astrophysics
Q4047513	Knesset member
Q17010139	People's Choice Award for Favorite Movie Actress
Q221570	Michael Krohn-Dehli
Q212591	La Boisse
Q435852	Anja Hammerseng-Edin
Q50604	Hyun-jin Ryu
Q923774	Matheus Leite Nascimento
Q274778	FC Krylia Sovetov Samara
Q684447	Fabio Cinetti
Q2424158	Knight Grand Cross of the Military Order of William
Q104791	Ed Harris
Q798232	Bachman–Turner Overdrive
Q18910380	Alarmprisen main prize
Q3589940	Croatia national under-17 football team
Q183270	Edward Mills Purcell
Q1616499	Best Crime Novel in Swedish Translation
Q1681458	Raoul Wallenberg Award
Q977019	Staryja Darohi District
Q244763	Vazeilles-près-Saugues
Q196397	Sortavala
Q8814	Augustin-Louis Cauchy
Q150793	Sturmabteilung
Q710950	Erik Eriksen
Q1868747	Lombardi Award
Q932828	Noyon Cathedral
Q274488	Eastern Wu
Q243536	Howard Temin
Q29576752	chairman of the Social Democratic Party
Q3025728	Satellite Award for Best Television Series – Drama
Q303455	Aivars Gipslis
Q6081	Salzlandkreis
Q1243078	George Galamaz
Q1994926	Spingarn Medal
Q2268261	Order of Honour
Q532811	Rennes City Hall
Q175687	FC Dnipro
Q3590410	Sweden national under-17 football team
Q2710135	Mytishchinsky District
Q21800	Schœnau
Q734335	Louis Delluc Prize
Q911223	Finlandia Prize
Q1535532	Golden Calf for Best Actress
Q370956	City of Vicenza and the Palladian Villas of the Veneto
Q6970613	National Association of Black Journalists Hall of Fame
Q193062	Raúl Alfonsín
Q1272373	Düsseldorf literary award
Q2631987	Attorney General for England and Wales
Q1590605	NAACP Image Award for Outstanding Supporting Actor in a Motion Picture
Q222008	Kathleen Turner
Q682595	Othe
Q312561	James Heckman
Q888506	Bobby Collins
Q55400	Hayao Miyazaki
Q2629059	Slavic Greek Latin Academy
Q773046	Bakary Soro
Q19458	Burnley F.C.
Q131209	FK Austria Wien
Q3678587	Metropolitan City of Venice
Q3019357	Daytime Emmy Award for Outstanding Lead Actress in a Drama Series
Q18154845	Teen Choice Award for Choice TV Actor Action
Q46919	Merited Artist of the RSFSR
Q19451	Bolton Wanderers F.C.
Q19453	Brighton & Hove Albion F.C.
Q695302	German Archaeological Institute
Q336607	Harrie Geelen
Q366816	Eusebio Sacristán
Q940001	FC Sète
Q704638	Teun A. van Dijk
Q46315	Reichskommissariat Ukraine
Q28861961	Grand Cross of the Order of Civil Merit
Q28609	Staraya Maina
Q1231210	Bramans
Q4649807	AACTA Award for Best Direction
Q312628	Carlo Levi
Q85224	Karl Reinhardt
Q39230	Marquinhos
Q746633	Henry Draper Medal
Q115843	Bruno Berner
Q2052291	International Booker Prize
Q898439	Baillie Gifford Prize
Q4896730	Best Male Soccer Player ESPY Award
Q4896731	Best Male Tennis Player ESPY Award
Q1811026	Netherlands national under-21 football team
Q61823	Wolfgang Unzicker
Q762943	County of Holland
Q17525449	Member of the Islamic Consultative Assembly
Q155768	Joseph Lister
Q953387	Serhiy Zhuravlyov
Q780139	Committee on Human Rights and Humanitarian Aid
Q872314	Patrick Pircher
Q266131	Margaret Geller
Q18520	Luton Town F.C.
Q184361	Pytalovo
Q6688521	permanent members of the United Nations Security Council
Q4268302	Luzhskoye urban settlement
Q185441	member state of the European Union
Q18526	Stockport County F.C.
Q92415	Ernst Hölder
Q556905	Georgios Alogoskoufis
Q245141	Ronquerolles
Q1000985	Milan Pacanda
Q845439	Prime Minister of Lithuania
Q73957	Jürgen Sundermann
Q294351	Siniša Mihajlović
Q1161684	Vitrey
Q833738	Heidelberg Academy for Sciences and Humanities
Q956408	Théodore Monod
Q1726765	canton of Poncin
Q1268223	Dušan Tittel
Q1023028	CCC Development Team
Q341148	Social Democracy
Q837956	Viborg FF
Q732569	Jules Supervielle
Q981192	Giuseppe Anastasi
Q71881	Eberhard Schrader
Q204108	Álvaro Recoba
Q670282	Golden Globe Award for Best Motion Picture – Musical or Comedy
Q340238	Achilles Papapetrou
Q732562	President of Ecuador
Q42168	Clermont-Ferrand
Q91265	Ralf Appel
Q157020	Rot-Weiß Oberhausen
Q509688	Andrey Popoviç
Q876568	MVV Maastricht
Q81888	AFC Ajax
Q726285	FC Gomel
Q1075300	Autheuil
Q1162818	Péronne-en-Mélantois
Q381924	Jean Prouvé
Q15895369	ministro de la Guerra
Q1241324	Langendorf
Q1031200	Portland Timbers
Q18910370	Alarmprisen in pop
Q18910377	Alarmprisen for best live performance
Q18910376	Alarmprisen for best song
Q1326740	Walter Robert Corti
Q266272	Bargagli
Q1326742	Southern Tang
Q49330	Médecins Sans Frontières
Q777552	Antonmaria Sauli
Q578345	Mauro Lustrinelli
Q1712436	Lilienfeld Prize
Q36856	Zwin
Q933750	Gareth McAuley
Q771891	Hörningsholm Castle
Q22253131	Academy Award for Best Art Direction, Color
Q228717	Rose Byrne
Q548391	Mother See of Holy Etchmiadzin
Q649232	Satellite Award for Best Art Direction and Production Design
Q450523	Eiki Nestor
Q116190	Väinö Tanner
Q29514964	Governor of Colorado
Q942103	Ilshat Faizulin
Q17535155	member of the National Council of Austria
Q290540	Étoile Sportive du Sahel
Q64998	Gustav-Adolf Schur
Q317004	Iván de la Peña
Q575761	Michael O'Keefe
Q21239	Diedendorf
Q102108	Alan Lee
Q1159769	Viterne
Q21233	Drachenbronn-Birlenbach
Q21232	Dossenheim-Kochersberg
Q21231	Dambach
Q370151	Viktor Bunyakovsky
Q6809914	Mei-mei Berssenbrugge
Q3113738	Grand Prix Gobert
Q145638	Kashira
Q1166022	Dariusz Adamczuk
Q1326291	Timoshenko Medal
Q7197	Simone de Beauvoir
Q448880	Mike Johanns
Q441820	Roger Wolcott
Q15921518	President of the Gambia
Q19651	Yeovil Town F.C.
Q89862	Christian Habicht
Q273593	Beaux-Arts de Paris
Q697	Nauru
Q952411	Yair Kraidman
Q306590	Austrian Decoration for Science and Art
Q444472	Ion Ghica
Q440996	Marietta Shaginyan
Q1422	Juventus FC
Q78118	Adolf Michaelis
Q1091521	Carlos Andrade Souza
Q1426	Roger Federer
Q677793	Shmuel Eisenstadt
Q271883	Melinda Dillon
Q762740	Hans Norbye
Q6578215	Premier of Saskatchewan
Q5208529	Dagger of Daggers
Q473292	Marconi Prize
Q540544	Bob Barr
Q1735057	Prix mondial Cino Del Duca
Q765203	William M. Fairbank
Q2386529	Minister for Foreign Affairs of Finland
Q438275	Theodore F. Green
Q596294	Golden Globe Award for Best Television Series – Musical or Comedy
Q1724443	canton of Belley
Q659280	Juan Diego González
Q11954	Dries Mertens
Q508033	Murat Akça
Q1030769	Jed Buchwald
Q43432	Justin Timberlake
Q44428	Ray Lewis
Q329984	Úbeda
Q983597	Samvel Melkonyan
Q1058555	Lorenzo's Oil
Q391222	Mark Garnier
Q1058558	Atur
Q360763	Daniel Fernandes
Q976129	James C. Fletcher
Q92759	Larry Ellison
Q689279	Lucebert
Q2310295	Spain national under-17 football team
Q22760	Vionville
Q1953388	Lida District
Q346291	Eric Eichmann
Q936391	Brandon Allen
Q71858	Bernhard Naunyn
Q900424	César Award for Best Supporting Actor
Q577187	Radosław Majewski
Q237786	Kathleen Blanco
Q1136778	Cotton Fitzsimmons
Q711914	Gordon Chan
Q5709276	Helmerich Award
Q287804	United States men's national under-20 soccer team
Q29837172	Abraham Gottlob Werner Medal in silver
Q10855271	Knight of the Legion of Honour
Q1253472	Doxa Katokopias F.C.
Q373211	Kazuyuki Toda
Q18915989	member of the Hellenic Parliament
Q1056240	Hugo Award for Best Dramatic Presentation, Long Form
Q887996	Jonílson Clovis Nascimento Breves
Q52069	Caprese Michelangelo
Q922698	Italy national under-21 football team
Q157318	Leszek Kołakowski
Q97270	Thomas C. Südhof
Q357506	Joseph E. Brown
Q278248	Dr A.H. Heineken Prize for Medicine
Q65114	Gesine Lötzsch
Q439450	Alex Sandro da Silva
Q937084	Philip Reeve
Q2506651	Leader of the Official Opposition
Q926737	Óscar Rojas Ruiz
Q785193	Ben Hinchliffe
Q496859	Casteldaccia
Q147495	Wesley So
Q28028612	Marcelino Sánchez Ruiz
Q131691	Arthur Wellesley, 1st Duke of Wellington
Q26518	Södertälje
Q748445	Eskişehirspor
Q26512	GW Shimano-Sidermec
Q48946	Oxford United F.C.
Q748307	Lycée Charlemagne
Q26517	Luis Suárez
Q180649	Mario Kempes
Q48943	Gillingham F.C.
Q1776592	Kluge Prize
Q837592	La Roche-Guyon
Q1178120	Davis Curiale
Q1062399	Néville-sur-Mer
Q1251932	William Bennett
Q720153	A. Philip Randolph
Q23036590	ambassador of Germany to Egypt
Q11992261	Norsk Artistforbund Honorary Award
Q62830	Lujo Brentano
Q559040	Jean-Yves Le Drian
Q624439	Gaillardbois-Cressenville
Q376002	Alexander Søderlund
Q214851	Charles Richet
Q525228	Krasimir Dimitrov
Q24040821	Chief Minister of Tamil Nadu
Q32978760	Minister of Grace and Justice
Q437737	Theudoald
Q456442	Felipe El Debs
Q19848	Lady Gaga
Q192071	FC Nantes
Q6265940	John von Neumann Award
Q1028220	Michael Bridges
Q5593861	Grammy Award for Best Pop Instrumental Performance
Q1077131	eucryptite
Q382771	Herbert Baker
Q630348	Bucaspor
Q499616	Club Nacional de Football
Q1115228	Tinchebray
Q1501719	J. Walter Kennedy Citizenship Award
Q712434	Uładzimier Jarmošyn
Q215163	Club Atlético Vélez Sarsfield
Q1369302	Secretary of State for Northern Ireland
Q286316	Emile Pessard
Q23148	Cornwall
Q704827	Gabriel Auguste Daubrée
Q1318932	canton of Tourcoing-Sud
Q13423511	Primetime Emmy Award for Outstanding Miniseries or Movie
Q1063597	Fervaches
Q5449647	Financial Secretary to the Treasury
Q287374	Arbus
Q587066	Port-sur-Seille
Q1415232	Order of the Sun of Peru
Q197596	Dženan Radončić
Q337531	Académie des beaux-arts
Q31051	Gunnar Brands
Q88127	Ror Wolf
Q1303297	University of Theatre and Film Arts
Q941963	Romain Brégerie
Q211753	IF Elfsborg
Q452425	Tori Welles
Q940991	Iulian Tameș
Q111612	Einstein Prize for Laser Science
Q962787	Rinat Abdulin
Q231203	Amy Ryan
Q118533	Max Bergmann
Q33748	Hannover 96
Q450358	Nacho Novo
Q440346	Harald Sverdrup
Q478189	Mike Hancock
Q5593748	Grammy Award for Best Arrangement
Q722512	Massimo Maccarone
Q110963	Koichi Tanaka
Q203817	First Bulgarian Empire
Q5593745	Grammy Award for Best Album Notes
Q207826	Time Person of the Year
